UBE2Q1	-1.68499392064
DUOXA1	2.74681133594
UBE2Q2	-1.14517186316
RNF10	0.0219802988388
RNF11	-0.553832255984
RNF13	-0.575317569542
REM1	0.845004317033
REM2	-0.73304645468
C16orf13	1.52486214893
TNFRSF18	1.44773988353
RPEL1	-1.75418102511
GBP5	-0.986163611572
MVB12B	-0.702033139993
TYW3	-1.14524620599
DUOXA2	-0.313648018549
MZT2A	-0.684076227866
MZT2B	-1.45355834553
ATRX	2.64104414472
PMM2	-1.34702140711
PMM1	-0.768685282775
ASS1	0.926955169242
NCBP1	-1.38674383986
SPX	0.591885580615
ZNF709	-0.31858350547
ZNF708	-0.926697191169
ZNF879	-0.839480544439
ZNF878	-0.553010216424
DISC1	-0.0616406491675
ZNF703	1.34734826939
STYXL1	-0.574943084959
ZNF701	-0.302717828193
ZNF700	0.658138915805
ZNF707	0.455967388353
ZNF706	-2.4902532414
ZNF704	0.912444907697
ZC3H10	0.208184197732
RNF114	-1.45712470198
RNF115	-0.066368561759
ZC3H15	-3.07939007882
ZC3H14	-0.822041869524
SPN	-0.673534560713
RNF111	0.208812467635
NACAP1	0.344754529916
ZC3H18	-1.03663322159
GRIN1	0.981569207525
CEACAM4	0.339207426825
DHX8	0.679431190049
DHX9	-0.399082035225
TCOF1	-0.919278120178
NSRP1	0.918246665202
NUP98	-0.626070989265
XPC	-0.714084843671
SP1	1.86213364263
XPA	-0.827821936631
SP3	0.608721755787
NUP93	-1.96856359344
SP5	1.82710461334
SP6	0.40461556798
FTMT	-0.855731377371
C16orf93	1.32288135829
SPPL3	-0.414937203516
GOLIM4	-0.378512302115
OPA3	-0.594157621051
OPA1	0.47944441016
LOC100996763	0.0357804422646
RAB40C	1.17576393374
RAB40B	3.06546961237
RAB40A	0.506775088854
FAM162B	0.0254023382439
COL7A1	1.53450098115
MDP1	-1.29977339255
FAM187B	-0.923617191531
GTSE1	-0.748282717859
FAM183A	-0.319226608306
B2M	-0.965326262975
OVCH1	-0.476217548586
FLG2	-0.228796376582
SLC7A11	0.930335322544
SPPL2A	-0.943836682183
SPPL2C	0.467583751658
SPPL2B	-0.833585126607
PDE7B	0.743873477766
ITGA8	0.822688533142
ITGA9	1.58745195454
