963	8
960	6
962	6
955	5
959	4
957	4
956	4
952	3
947	3
948	3
954	3
958	3
961	3
943	3
937	2
944	2
898	2
941	2
931	2
949	2
918	2
946	2
951	2
953	2
933	2
916	1
917	1
920	1
854	1
911	1
905	1
897	1
895	1
925	1
853	1
923	1
844	1
945	1
936	1
939	1
942	1
932	1
935	1
950	1
872	0
867	0
868	0
869	0
870	0
871	0
926	0
865	0
873	0
874	0
875	0
876	0
877	0
878	0
879	0
880	0
866	0
862	0
864	0
852	0
845	0
846	0
847	0
848	0
849	0
850	0
851	0
855	0
863	0
856	0
857	0
858	0
859	0
860	0
861	0
882	0
881	0
885	0
883	0
915	0
907	0
908	0
909	0
910	0
912	0
913	0
914	0
934	0
884	0
930	0
919	0
929	0
921	0
922	0
928	0
924	0
906	0
904	0
938	0
902	0
927	0
886	0
887	0
888	0
889	0
890	0
891	0
892	0
893	0
894	0
896	0
940	0
899	0
900	0
901	0
903	0
