UBE2Q1	0.52651215838
DUOXA1	-0.638569887728
UBE2Q2	-0.591397925224
RNF10	-0.667390883282
RNF11	-0.568135490221
RNF13	-0.322464874988
REM1	-0.317337561737
REM2	-0.0765936914828
C16orf13	1.19587451503
TNFRSF18	-0.909817942819
RPEL1	0.395087199525
GBP5	-0.18350367639
MVB12B	0.677964583478
TYW3	-0.378993434007
DUOXA2	-0.074784885264
MZT2A	-0.715469064467
MZT2B	-0.557727343889
ATRX	0.248825249073
PMM2	-0.875584962065
PMM1	-0.727070978905
ASS1	-1.14585733897
NCBP1	0.0251891581147
SPX	-0.146891074841
ZNF709	-0.492100596662
ZNF708	-0.253856332549
ZNF879	-0.198172376208
ZNF878	-0.0399407612068
DISC1	1.58174765878
ZNF703	0.474297187342
STYXL1	-0.42717295554
ZNF701	-0.188676480353
ZNF700	-0.202643519514
ZNF707	-0.619262772568
ZNF706	-0.522999776778
ZNF704	0.778619114093
ZC3H10	0.00524174207288
RNF114	-0.526086231852
RNF115	0.215294280159
ZC3H15	-0.452642091953
ZC3H14	-0.573471003361
SPN	-0.503801253911
RNF111	0.212225942779
NACAP1	-0.248933519986
ZC3H18	-0.445463863697
GRIN1	1.71501970734
CEACAM4	0.349945264262
DHX8	1.59903643349
DHX9	2.76513560188
TCOF1	0.127633479172
NSRP1	0.104865106935
NUP98	0.556232398581
XPC	-0.643145944582
SP1	0.214889209282
XPA	-0.89924653455
SP3	0.00343417307718
NUP93	-0.660213621027
SP5	0.283145736276
SP6	0.304353540841
FTMT	0.217170971746
C16orf93	-0.144263325921
SPPL3	6.93466780853
GOLIM4	0.258760481301
OPA3	1.48237893622
OPA1	0.233562669177
LOC100996763	1.44871899698
RAB40C	-0.553397323546
RAB40B	-0.547515316147
RAB40A	-0.479539756699
FAM162B	-0.749009316078
COL7A1	0.0322972422676
MDP1	-1.05834819742
FAM187B	0.1708032951
GTSE1	-0.555883768207
FAM183A	-0.315597861406
B2M	-0.751875275502
OVCH1	-1.08368945629
FLG2	-0.789221479815
