963	8
962	6
960	5
957	4
954	4
948	3
959	3
956	3
955	3
943	3
933	2
911	2
941	2
898	2
947	2
949	2
961	2
950	2
853	2
952	2
958	2
917	1
920	1
919	1
918	1
846	1
916	1
925	1
897	1
895	1
854	1
923	1
844	1
951	1
940	1
953	1
946	1
931	1
942	1
932	1
944	1
939	1
945	1
935	1
936	1
937	1
930	0
868	0
869	0
867	0
870	0
873	0
871	0
872	0
865	0
874	0
875	0
876	0
877	0
878	0
879	0
866	0
861	0
864	0
863	0
845	0
847	0
848	0
849	0
850	0
851	0
852	0
855	0
856	0
857	0
858	0
859	0
860	0
881	0
862	0
880	0
887	0
882	0
915	0
907	0
908	0
909	0
910	0
912	0
913	0
914	0
938	0
883	0
934	0
921	0
922	0
924	0
926	0
927	0
928	0
906	0
905	0
904	0
902	0
884	0
885	0
886	0
929	0
888	0
889	0
890	0
891	0
892	0
893	0
894	0
896	0
899	0
900	0
901	0
903	0
